1.2,25
1.7,18
1.0,8
0.9,7
1.4,6
1.9,5
1.1,4
2.2,3
2.1,3
1.3,3
2.0,3
0.7,3
2.7,2
1.5,2
0.8,2
﻿1.2,1
3.1,1
3.2,1
2.5,1
1.6,1
2.8,1
1.8,1
